nama,lokasi,harga,jenis_properti,jumlah_kamar_tidur,jumlah_kamar_mandi,garasi,luas_tanah,luas_bangunan
"RUKO 3,5 TINGKAT DI JALAN KE 2 LETDA SUJONO AKSARA","Medan Tembung, Medan",Rp 800 Juta Total,Ruko,,3,,64 m²,224 m²
"Dijual Ruko 2,5 Tingkat Jalan Pasundan Medan Timur","Medan Timur, Medan","Rp 1,07 Miliar Total",Ruko,,3,,82 m²,80 m²
"Dijual Ruko Siap Huni 2,5 Tingkat Jalan Pasundan","Medan Timur, Medan","Rp 1,07 Miliar Total",Ruko,,3,,82 m²,80 m²
Dijual Ruko Jalan Pasundan Siap Huni Sekitar USU,"Medan Timur, Medan","Rp 1,07 Miliar",Rumah,3,3,1,82 m²,80 m²
"For Sale ruko bisnis strategis di jalan ASIA, Kota Medan","Medan Kota, Medan","Rp 3,95 Miliar Total",Ruko,,5,,62 m²,70 m²
Dijual Ruko Jalan Pasundan Sekitar Jalan Sutomo Medan Timur,"Medan Timur, Medan","Rp 1,07 Miliar",Rumah,3,3,1,82 m²,80 m²
Rumah Komplek Elit Lokasi Setiabudi,"Medan Selayang, Medan",Rp 688 Juta,Rumah,3,2,1,112 m²,80 m²
RUKO BISNIS LOKASI KAPTEN JUMHANA DEKAT ASIA MEGAMAS,"Medan Area, Medan","Rp 1,8 Miliar Total",Ruko,,4,,88 m²,252 m²
Dijual rumah mewah siap huni,"Medan Barat, Medan","Rp 2,2 Miliar",Rumah,5,5,,354 m²,340 m²
Dijual Ruko bisnis stratragis Asia  Medan Contact 081977403xxx,"Medan Kota, Medan","Rp 3,95 Miliar Total",Ruko,,,,62 m²,70 m²
Rumah Tasbi 1 - Siap Huni - Semi Furnished,"Medan Sunggal, Medan","Rp 5,5 Miliar",Rumah,4,3,,600 m²,400 m²
RUMAH MURAH DI KAWASAN DEKAT PAJAK BERUANG,"Medan Kota, Medan",Rp 750 Juta,Rumah,3,3,1,72 m²,116 m²
Dijual Rumah BAgus Furnished Sertifikat SHM Lokasi Medan Perjuangan,"Medan Perjuangan, Medan",Rp 800 Juta,Rumah,2,1,1,90 m²,72 m²
Di Jual Ruko Siap Hunidaerah Sekipjl Pabrik Padi,"Medan Petisah, Medan",Rp 1 Miliar Total,Ruko,,,,60 m²,60 m²
Dijual 1 Unit Rmh Vista Town Housejalan Ismailiyah Medan,"Medan Kota, Medan","Rp 1,3 Miliar",Rumah,,,,55 m²,55 m²
Dijual Rumah Jalan Swadaya Komplek The Thames Daerah Helvetia,"Medan Helvetia, Medan",Rp 450 Juta,Rumah,2,1,1,78 m²,78 m²
"RUKO 3,5 TINGKAT DI PINGGIR JALAN SENTOSA LAMA","Medan Perjuangan, Medan",Rp 900 Juta Total,Ruko,,1,,80 m²,224 m²
Dijual Rumah Minimalis Siap Huni Jalan Swadaya Komplek The Thames,"Medan Helvetia, Medan",Rp 460 Juta,Rumah,2,1,1,78 m²,78 m²
Rumah 2 Labtai Siap Huni Lokasi Medan Amplas,"Medan Amplas, Medan",Rp 875 Juta,Rumah,3,2,1,65 m²,80 m²
Dijual Rumah Sekitar Sunggal Jalan Swadaya Komplek The Thames,"Medan Helvetia, Medan",Rp 450 Juta,Rumah,2,1,1,78 m²,78 m²
Dijual Rumah Helvetia 1 Tingkat Jalan Swadaya Komplek The Thames,"Medan Helvetia, Medan",Rp 450 Juta,Rumah,2,1,1,78 m²,78 m²
ruko siap huni daerah jalan Ismailiyah,"Medan Kota, Medan","Rp 1,5 Miliar Total",Ruko,,3,,100 m²,252 m²
Ruko siap huni 3 1/2 tingkat jl Laksana,"Medan Kota, Medan","Rp 1,5 Miliar Total",Ruko,,3,,396 m²,327 m²
Ruko 3 tingkat siap huni jalan Sutrisno,"Medan Kota, Medan","Rp 1,75 Miliar Total",Ruko,,2,,76 m²,238 m²
Rumah eksklusif Kenzo By Givency One,"Medan Helvetia, Medan","Rp 1,87 Miliar",Rumah,3,5,,94 m²,220 m²
Perumahan Royal Marelan. Jl Ridho Pasar 4 Barat Medan,"Marelan, Medan",Rp 520 Juta,Rumah,3,1,,65 m²,65 m²
Perumahan Royal Marelan. Jln Marelan 1 Pasar 4 Barat Medan,"Marelan, Medan",Rp 540 Juta,Rumah,3,1,,65 m²,65 m²
Perumah Royal Marelan. Jln. Ridho Pasar 4 Medan,"Marelan, Medan",Rp 399 Juta,Rumah,2,1,,52 m²,52 m²
Ruko Baru dekat Jalan Bromo,"Medan Kota, Medan","Rp 1,2 Miliar Total",Ruko,,3,,100 m²,180 m²
Ruko Daerah sekitar jalan Bromo,"Medan Kota, Medan","Rp 1,2 Miliar Total",Ruko,,3,,100 m²,180 m²
Ruko Baru daerah jalan Bromo,"Medan Kota, Medan","Rp 1,2 Miliar Total",Ruko,,3,,100 m²,180 m²
Ruko Baru dekat daerah Amaliun,"Medan Kota, Medan","Rp 1,65 Miliar Total",Ruko,,3,,100 m²,245 m²
Ruko 21/2 tingkat di jalan Surakarta,"Medan Kota, Medan","Rp 3,8 Miliar Total",Ruko,,2,,168 m²,504 m²
Ruko 4 1/2 tingkat lokasi Pusat Bisnis,"Medan Kota, Medan","Rp 4,3 Miliar Total",Ruko,,4,,115 m²,517 m²
ruko 4 1/2 tingkat dekat Katamso,"Medan Johor, Medan",Rp 3 Miliar Total,Ruko,,5,,100 m²,256 m²
Ruko gandeng 3 daerah Krakatau,"Medan Timur, Medan","Rp 13,7 Miliar Total",Ruko,,9,,534 m²,576 m²
Ruko jalan Laksana,"Medan Kota, Medan","Rp 1,8 Miliar Total",Ruko,,3,,92 m²,216 m²
Ruko jalan Amaliun,"Medan Kota, Medan","Rp 1,4 Miliar Total",Ruko,,3,,101 m²,200 m²
RUMAH GANDENG BUWONO MANSION MEDAN HELVETIA,"Medan Helvetia, Medan","Rp 1,5 Miliar",Rumah,4,3,,180 m²,100 m²
RUMAH LABU 2 MEDAN PETISAH,"Medan Petisah, Medan","Rp 4,9 Miliar",Rumah,5,4,,252 m²,504 m²
Rumah 2 Lantai Jl. Asrama Medan Dekat Manhattan Dan Area Perkantoran,"Medan Sunggal, Medan",Rp 675 Juta,Rumah,3,2,1,72 m²,70 m²
Rumah Mewah Cluster Stella Medan Selayang,"Medan Selayang, Medan",Rp 570 Juta,Rumah,2,1,,91 m²,55 m²
Townhouse Keren Business Distric Medan,"Medan Tembung, Medan",Rp 995 Juta,Rumah,4,2,,56 m²,138 m²
Rumah Keren Dekat Pasar 1 Setiabudi,"Medan Selayang, Medan",Rp 900 Juta,Rumah,3,2,1,84 m²,70 m²
RUKO BARU DAN TERAWAT SIAP HUNI DI JALAN BAMBU,"Medan Kota, Medan","Rp 2,5 Miliar Total",Ruko,,3,,134 m²,294 m²
Rumah Komplek Bumi Asri Jl.Asrama Helvetia,"Medan Helvetia, Medan","Rp 1,8 Miliar",Rumah,4,3,,210 m²,180 m²
Jual Rumah Daerah Jl.Rumah Potong Hewan,"Medan Deli, Medan",Rp 900 Juta,Rumah,4,3,,370 m²,200 m²
Jual Villa Menara Mas Jl. Adam Malik,"Medan Barat, Medan","Rp 4,2 Miliar",Rumah,6,4,,248 m²,349 m²
Komplek Citra Paramadina Jl.Bunga Rinte,"Medan Selayang, Medan",Rp 688 Juta,Rumah,3,2,,70 m²,90 m²
"Rumah  Komplek Serdang Resident di jl.m yakub, Medan Perjuangan","Medan Perjuangan, Medan",Rp 880 Juta,Rumah,2,2,1,56 m²,110 m²
Jual Murah Rumah Komplek Givency One Gaperta Helvetia,"Medan Helvetia, Medan","Rp 1,1 Miliar",Rumah,,,,84 m²,98 m²
Rumah Murah Deli Amartha Residence Siap Huni Free Kitchen Set,"Medan Tuntungan, Medan",Rp 402 Juta,Rumah,2,1,1,108 m²,40 m²
RUKO JALAN ASKARA,"Medan Perjuangan, Medan","Rp 2,1 Miliar",Rumah,3,4,1,96 m²,192 m²
Jual Villa / Rumah Di Komplek Cemara Asri Jl.asoka Hook ( Hadap Barat ),"Medan Deli, Medan",Rp 375 Miliar,Rumah,2,2,1,136 m²,120 m²
"Hunian Sukapura Residence, Jl.STM","Medan Amplas, Medan","Rp 1,3 Miliar",Rumah,3,3,,150 m²,117 m²
Komplek Grand Gading Mutiara Sunggal,"Medan Sunggal, Medan",Rp 637 Juta,Rumah,3,2,,114 m²,68 m²
"Komplek Tasbih 1, Jl.Setia budi","Medan Selayang, Medan","Rp 1,9 Miliar",Rumah,5,4,,175 m²,150 m²
APARTMEN PODOMORO  LANTAI 1 HARGA UNDER MARKET,"Medan Barat, Medan",Rp 900 Juta,Apartemen,1,1,,,42 m²
Apartment Podomoro. Kondisi Baru. 1 Bedroom. Lantai 1 (1 Lantai Dengan Fasilitas Apartment). Tower Lincoln,"Medan Barat, Medan",Rp 900 Juta,Apartemen,1,1,,,42 m²
RUMAH KOMPLEK TERAWAT DAN SIAP HUNI DI JALAN TASBIH 2,"Medan Selayang, Medan","Rp 1,5 Miliar",Rumah,3,3,1,180 m²,135 m²
RUMAH SEMI FURNISHED DI JALAN BAKTI LUHUR,"Medan Helvetia, Medan",Rp 700 Juta,Rumah,4,3,1,80 m²,240 m²
RUMAH HALAMAN LUAS DI PINGGIR JALAN POSISI HOOK DI SM RAJA,"Medan Kota, Medan",Rp 2 Miliar,Rumah,2,1,,500 m²,41 m²
RUMAH HITUNG TANAH SUPER PANJANG DI JALAN SEKIP,"Medan Petisah, Medan",Rp 750 Juta,Rumah,2,1,,160 m²,160 m²
Rumah Cantik Daerah Johor Komplek Grand Mansion,"Medan Johor, Medan",Rp 820 Juta,Rumah,3,3,1,90 m²,108 m²
"Rumah Sekitar Citra Bagya City Di Jalan Surya Haji, Medan Tembung","Medan Tembung, Medan","Rp 1,55 Miliar",Rumah,3,3,2,390 m²,126 m²
RUKO SIAP HUNI TERAWAT DALAM KOMPLEK DI INTI KOTA,"Medan Petisah, Medan","Rp 1,1 Miliar Total",Ruko,,3,,66 m²,198 m²
RUKO BISNIS LOKASI SEKITARAN HOTEL BERBINTANG DAN CAFE,"Medan Petisah, Medan","Rp 1,5 Miliar Total",Ruko,,4,,104 m²,204 m²
"RUMAH BARU HARGA MURAH  2,5 TINGKAT DESIGN MODERN","Medan Timur, Medan",Rp 788 Juta,Rumah,1,1,1,106 m²,100 m²
RUMAH BARU HARGA MURAH KOMPLEK PELITA  IV NODIGON,"Medan Perjuangan, Medan",Rp 650 Juta,Rumah,1,1,1,38 m²,102 m²
Di Jual Rumah Daerah Krakatau Komplek Bhayangkara Palace Kota Medan,"Medan Tembung, Medan","Rp 1,1 Miliar",Rumah,,2,1,60 m²,150 m²
RUMAH SIAP HUNI KOMPLEK IVORY TITI PAPAN,"Medan Deli, Medan",Rp 750 Juta,Rumah,4,2,1,96 m²,180 m²
RUMAH SIAP HUNI TERAWAT KOMPLEK SERDANG RESIDENT,"Medan Perjuangan, Medan",Rp 880 Juta,Rumah,2,2,1,56 m²,110 m²
"RUKO 3,5 TINGKAT GRAHA METROPOLITAN HELVETIA","Medan Helvetia, Medan","Rp 1,6 Miliar Total",Ruko,,3,,100 m²,350 m²
Rumah Sudut Strategis Pinggir Jalan Hm Yamin Medan,"Medan Perjuangan, Medan","Rp 2,2 Miliar",Rumah,2,1,1,126 m²,80 m²
Di Jual Murah Villa Komp. Citra Garden,"Medan Baru, Medan","Rp 2,4 Miliar",Rumah,3,3,,280 m²,128 m²
Rumah Mewah Dekat Ke Prime One School,"Medan Amplas, Medan","Rp 1,37 Miliar",Rumah,3,3,,149 m²,150 m²
Own House Konsidi Siap Huni Jual Rumah Jl Pembangunan N,"Medan Helvetia, Medan",Rp 725 Juta,Rumah,3,2,1,68 m²,96 m²
Rumah Mewah Medan Jl Juanda 8 Siap Huni,"Medan Area, Medan",Rp 60 Miliar,Rumah,4,4,5,1827 m²,950 m²
"di Jual Rumah Jl.panglima Denai Gg.pusaka, Medan","Medan Timur, Medan",Rp 800 Juta,Rumah,3,2,,128 m²,128 m²
"di Jual Rumah Jl.kiwi Town House Ringroad, Medan","Medan Sunggal, Medan","Rp 1,6 Miliar",Rumah,5,4,,112 m²,114 m²
"di Jual Rumah Dalam Komplek Jl.mesjid Setia Budi, Medan","Medan Selayang, Medan",Rp 825 Juta,Rumah,3,2,,84 m²,100 m²
Di Jual Sewa Villa Komp. Jati Mas Inti Kota,"Medan Perjuangan, Medan","Rp 6,5 Miliar",Rumah,4,3,,160 m²,128 m²
"di Komplek Jl.perjuangan Ringroad Setia Budi, Medan","Medan Selayang, Medan",Rp 550 Juta,Rumah,2,3,,60 m²,50 m²
"di Komplek Johor Bahru Kencana Blok C, Jl.padat Karya, Medan","Medan Johor, Medan",Rp 370 Juta,Rumah,2,1,,72 m²,55 m²
"di Jual Rumah Mewah Murah, Jl.eka Suka Johor, Medan","Johor, Medan",Rp 750 Juta,Rumah,3,3,,208 m²,150 m²
"di Komplek Nirwana Garden Jl.ringroad Setia Budi Pasar 2, Medan","Medan Selayang, Medan","Rp 1,5 Miliar",Rumah,3,2,,200 m²,160 m²
"di Jual Rumah Jl. Perjuangan Setia Budi, Medan","Medan Selayang, Medan","Rp 5,5 Miliar",Rumah,6,2,,1440 m²,500 m²
Miliki Rumah Cantik Dengan Tanah Luas di Johor Ujung,"Medan Johor, Medan",Rp 410 Juta,Rumah,2,1,1,54 m²,108 m²
Rumah Cantik Model Scandanavian Ready di Medan Denai,"Medan Denai, Medan",Rp 550 Juta,Rumah,2,1,1,93 m²,93 m²
Dijual Rumah 1 Lantai Dalam Komplek Flamboyan Raya Kota Medan,"Medan Kota, Medan",Rp 850 Juta,Rumah,4,2,1,168 m²,168 m²
Dijual Rumah 2 Lantai Jalan Perjuangan Ringroad Kota Medan,"Medan Kota, Medan",Rp 525 Juta,Rumah,2,3,1,60 m²,60 m²
Dijual Rumah Mewah 2 Lantai Exclusive Lokasi Strategis Kota Medan,"Medan Johor, Medan",Rp 900 Juta,Rumah,4,3,1,78 m²,110 m²
"Dijual Townhouse Gandeng Daerah Kapten Muslim Rumah Semi Furnished Bagus Shm - Sertifikat Hak Milik Di Jl Amal Luhur , Medan Helvetia","Medan Helvetia, Medan",Rp 1 Miliar,Rumah,4,3,2,128 m²,180 m²
Rumah Dengan Lahan Luas Fasilitas Kolam Renang Di Medan Sunggal,"Medan Sunggal, Medan",Rp 550 Juta,Rumah,3,2,1,75 m²,154 m²
Townhouse Jalan Panci Komplek Ayahanda Palace,"Medan Petisah, Medan",Rp 697 Juta,Rumah,,,1,40 m²,90 m²
Rumah Baru Ready Siap Huni Rumah 2 Lantai Dekat Mesjid,"Medan Sunggal, Medan",Rp 750 Juta,Rumah,2,2,1,82 m²,65 m²
Townhouse Jalan Ismailiyah Gang Angin,"Medan Area, Medan",Rp 750 Juta,Rumah,2,3,,56 m²,123 m²
Di Jual Murah Rumah Komp. Taman Anggrek Setia Budi,"Medan Helvetia, Medan",Rp 800 Juta,Rumah,3,2,2,72 m²,96 m²
Di Jual Rumah Mewah Komplek Graha Metropolitan Kota Medan,"Medan Helvetia, Medan","Rp 7,5 Miliar",Rumah,4,5,1,609 m²,660 m²
Di Jual Rumah Siap Huni Daerah Bhayangkara Kota Medan,"Medan Timur, Medan","Rp 1,1 Miliar",Rumah,3,2,2,104 m²,132 m²
Townhouse Jalan Brigjend Zein Hamid Gang Pribadi,"Medan Maimun, Medan",Rp 650 Juta,Rumah,3,2,,56 m²,104 m²
Dijual Rumah Jalan Perjuangan Gang Sederhana Daerah Sunggal,"Medan Sunggal, Medan",Rp 950 Juta,Rumah,3,3,1,100 m²,84 m²
Rumah Jalan Pipa Air Bersih,"Medan Johor, Medan","Rp 3,15 Miliar",Rumah,7,5,1,976 m²,700 m²
Dijual Rumah 2 Tingkat Siap Huni Jalan Perjuangan Gang Sederhana,"Medan Sunggal, Medan",Rp 950 Juta,Rumah,3,3,1,100 m²,84 m²
Dijual Rumah Minimalis Siap Huni Jalan Perjuangan Gang Sederhana,"Medan Sunggal, Medan",Rp 950 Juta,Rumah,3,3,1,100 m²,84 m²
Rumah Jalan Pasar 1 Gang Garuda,"Medan Selayang, Medan",Rp 4 Miliar,Rumah,5,5,1,720 m²,570 m²
Di Jual Murah Rumah Kos Kosan Inti Kota,"Medan Petisah, Medan","Rp 5,5 Miliar",Rumah,27,15,,162 m²,588 m²
Rumah Siap Huni Dalam Komplek Daerah Medan Helvetia,"Medan Helvetia, Medan",Rp 600 Juta,Rumah,4,2,,109 m²,109 m²
"Di Jual Murah Rumah 3,5 Lantai Siap Huni Inti Kota","Medan Petisah, Medan","Rp 3,5 Miliar",Rumah,3,4,,100 m²,80 m²
Rumah Second Bagus Dan Harga Bagus Di Amplas,"Medan Amplas, Medan",Rp 900 Juta,Rumah,4,3,1,326 m²,225 m²
Rumah Cantik Siap Huni Daerah Medan Johor,"Medan Johor, Medan",Rp 560 Juta,Rumah,2,1,,107 m²,60 m²
Jual Cepat Apartemen De Prima Lantai 19 Tipe Studio Jalan Gelas,"Medan Petisah, Medan",Rp 450 Juta,Apartemen,1,1,,,22 m²
Dijual Apartemen De Prima Lantai 19 Tipe Studio Jalan Gelas,"Medan Petisah, Medan",Rp 450 Juta,Apartemen,1,1,,,22 m²
Jual Cepat Apartemen De Prima Tipe Studio Lantai 19 Jalan Gelas,"Medan Petisah, Medan",Rp 450 Juta,Apartemen,Studio,1,,,22 m²
APARTEMEN SENTRALAND TYPE STUDIO,"Medan Area, Medan",Rp 528 Juta,Apartemen,1,1,,,23 m²
Rumah Minimalis Harga Murah Di Kota Medan,"Medan Helvetia, Medan",Rp 490 Juta,Rumah,2,1,1,100 m²,60 m²
Dijual Rumah Semi Furnished Jalan Seksama Komplek Pemda,"Medan Amplas, Medan",Rp 750 Juta,Rumah,3,2,1,120 m²,90 m²
Dijual Rumah Siap Huni Jalan Seksama Komplek Pemda Medan Amplas,"Medan Amplas, Medan",Rp 750 Juta,Rumah,3,2,1,120 m²,90 m²
Dijual Rumah Minimalis Semi Furnished Jalan Seksama Komplek Pemda,"Medan Amplas, Medan",Rp 750 Juta,Rumah,3,2,1,120 m²,90 m²
"di Perumahan Cristal Johor, Jl. Eka Rasmi, Medan","Johor, Medan",Rp 315 Juta,Rumah,2,1,,72 m²,36 m²
"di Jual Rumah Murah Jl.suka Sehat, Stm, Medan","Medan Amplas, Medan","Rp 2,5 Miliar",Rumah,5,2,,125 m²,288 m²
Di Jual Rumah Siap Huni Mewah Komplek Jati Residence Kota Medan,"Medan Timur, Medan","Rp 7,2 Miliar",Rumah,4,4,1,200 m²,380 m²
Ruko di Setiabudi,"Medan Sunggal, Medan","Rp 1,8 Miliar Total",Ruko,,3,,128 m²,240 m²
Rumah Jalan Metal Raya,"Medan Deli, Medan",Rp 900 Juta,Rumah,1,1,1,161 m²,119 m²
"Mentari Vivo Siap Huni, Bagus, Dekat Ke Citraland","Medan Tembung, Medan",Rp 540 Juta,Rumah,2,1,,75 m²,75 m²
Di Jual Murah Villa Inti Kota Fully Furnished,"Medan Barat, Medan",Rp 6 Miliar,Rumah,4,4,,276 m²,276 m²
Dijual!!! Villa Jl. Sewindu Medan,"Medan Petisah, Medan","Rp 2,5 Miliar",Rumah,3,3,,200 m²,128 m²
Ruko Jl. Stasiun Kereta Api,"Medan Kota, Medan","Rp 6,5 Miliar Total",Ruko,,4,,64 m²,192 m²
Ruko Gandeng Komplek Mados Nodigon,"Medan Timur, Medan","Rp 1,3 Miliar Total",Ruko,,2,1,88 m²,220 m²
Di Jual Rumah Mewah Dengan Harga Murah Lokasi Strategis,"Medan Sunggal, Medan","Rp 2,5 Miliar",Rumah,4,4,2,192 m²,200 m²
Termurah Di Bawah Pasaran Apartemen Podomoro,"Medan Kota, Medan","Rp 2,5 Miliar",Apartemen,3,2,,,92 m²
Rumah Nyaman Dan Luas Komplek Merak Palace Medan Sunggal,"Medan Sunggal, Medan",Rp 750 Juta,Rumah,6,2,,90 m²,104 m²
Ruko Eksklusif Jalan Tuasan Komplek Oasis Estate Sekitar Krakatau,"Medan Tembung, Medan","Rp 2,51 Miliar Total",Ruko,,3,1,96 m²,186 m²
Ruko Baru Jalan Tuasan Komplek Oasis Estate Sekitar Krakatau,"Medan Tembung, Medan","Rp 2,1 Miliar Total",Ruko,,3,1,96 m²,186 m²
Ruko Jalan Tuasan Komplek Oasis Estate Daerah Krakatau Pancing,"Medan Tembung, Medan","Rp 2,51 Miliar Total",Ruko,,3,1,96 m²,186 m²
Dijual Full Furnish Apartemen Podomoro,"Medan Kota, Medan","Rp 1,16 Miliar",Apartemen,2,1,,,42 m²
Ruko Strategis Oasis Estate Jalan Tuasan Sekitar Krakatau,"Medan Tembung, Medan","Rp 2,51 Miliar Total",Ruko,,3,1,96 m²,186 m²
"Dijual/disewakan Ruko Hook Di Jalan Denai Komplek Denai Nodigon, Medan Denai Shm - Sertifikat Hak Milik ( Ada Imb ) Lokasi Strategis Cocok Untuk Buka Usaha , Toko","Medan Denai, Medan","Rp 1,6 Miliar Total",Ruko,,2,,84 m²,64 m²
Dijual Rumah Townhouse Cantik Siap Huni Komplek Mados Royal Suite,"Medan Timur, Medan","Rp 1,25 Miliar",Rumah,2,3,1,55 m²,122 m²
"di Rumah Murah Medan Johor Eka Warni, Medan","Johor, Medan",Rp 430 Juta,Rumah,3,3,,102 m²,90 m²
"di Rumah Jl.eka Rasmi Komplek Johor Town House, Medan","Johor, Medan",Rp 550 Juta,Rumah,2,2,,90 m²,70 m²
"Rumah di Rumah Murah Dekat Di Gatot Subroto, Medan","Medan Petisah, Medan",Rp 490 Juta,Rumah,2,2,,100 m²,60 m²
"Hot Project Villa Mewah Deli Residence, Medan Perjuangan","Medan Perjuangan, Medan",Rp 945 Juta,Rumah,4,3,1,84 m²,110 m²
Rumah Tinggal Di Inti Kota,"Medan Barat, Medan","Rp 1,3 Miliar",Rumah,3,3,1,72 m²,256 m²
"Rumah Murah Aset BRI, Medan Tuntungan, Kota Medan","Medan Tuntungan, Medan",Rp 250 Juta,Rumah,2,2,,300 m²,200 m²
Rumah Keren Abhinaya Titi Kuning Medan Johor,"Medan Johor, Medan",Rp 540 Juta,Rumah,2,1,,92 m²,50 m²
RUMAH LAMA TAPIAN NAULI MEDAN 9X17,"Medan Kota, Medan",Rp 3 Miliar,Rumah,3,2,,363 m²,153 m²
"Rumah Nyaman di Komplek Atria Residences, Helvetia Setia Budi Medan","Medan Helvetia, Medan",Rp 1 Miliar,Rumah,3,2,,108 m²,200 m²
Dijual Cepat Unit Apartemen Podomoro 3 Bedroom Tower Liberty,"Medan Barat, Medan",Rp 2 Miliar,Apartemen,,,,,92 m²
RUKO GRAND MEDITERANIA TYPE MILAN MEDAN SUNGGAL,"Medan Sunggal, Medan",Rp 750 Juta Total,Ruko,,2,,60 m²,120 m²
RUKO STM MEDAN JOHOR,"Medan Johor, Medan","Rp 1,3 Miliar Total",Ruko,,3,,64 m²,192 m²
Rumah 1 Lantai Harga Murah Di Kota Medan,"Medan Tembung, Medan",Rp 310 Juta,Rumah,2,1,1,78 m²,53 m²
Dijual Gedung Jl. Sultan Hasanudii,"Medan Baru, Medan",Rp 14 Miliar,Rumah,,,,338 m²,234 m²
"Dijual Rumah Daerah Setia Budi (cocok Untuk Kantor)jl. Karyawan, Setia Budi, Medan Sunggal","Medan Sunggal, Medan","Rp 4,5 Miliar",Rumah,,,,636 m²,446 m²
Dijual Rumah Komplek Graha Helvetiacluster Sophie Suites,"Medan Helvetia, Medan",Rp 2 Miliar,Rumah,,,,144 m²,88 m²
Dijual Rumah Komplek Graha Helvetia Sophie Suites,"Medan Helvetia, Medan",Rp 2 Miliar,Rumah,4,4,1,144 m²,264 m²
Dijual Villa Komplek Sophie Suite,"Medan Sunggal, Medan",Rp 2 Miliar,Rumah,4,4,,144 m²,220 m²
Rumah Minimalis Promo Cash 390jt Di Pusat Kota,"Medan Sunggal, Medan",Rp 390 Juta,Rumah,2,1,1,90 m²,50 m²
Ruko Komplek Platinum Point,"Medan Timur, Medan","Rp 1,4 Miliar Total",Ruko,,2,1,52 m²,120 m²
Ruko Komplek Sering Indah,"Medan Tembung, Medan","Rp 1,45 Miliar Total",Ruko,,2,1,52 m²,120 m²
Dijual Rumah Jalan Karyawan,"Medan Sunggal, Medan","Rp 4,5 Miliar",Rumah,5,5,,636 m²,446 m²
Apartement Furnish Grand Jati Junction Inti Kota Medan,"Medan Kota, Medan",Rp 2 Miliar,Apartemen,3,2,,,140 m²
Villa Komplek Makmur Indah Adam Malik,"Medan Kota, Medan","Rp 5,8 Miliar",Rumah,3,4,,260 m²,260 m²
Dijual Rumah Hook Jl. Labu,"Medan Kota, Medan",Rp 10 Miliar,Rumah,,,,300 m²,300 m²
Villa Furnish Komplek Taman Setia Budi 1,"Medan Selayang, Medan","Rp 2,75 Miliar",Rumah,,,,300 m²,250 m²
"Rumah Jl. Perdata, Cemara. 1 Menit Ke Brastagi Supermarket Cemara","Medan Timur, Medan",Rp 850 Juta,Rumah,3,2,1,105 m²,110 m²
LIMITED Rumah Lux Fully Furnish Di Kawasan Strategis Bromo,"Medan Area, Medan","Rp 2,55 Miliar",Rumah,4,3,,300 m²,256 m²
Ruko Gandeng Kosong 888 Mustafa - Medan,"Medan Timur, Medan",Rp 3 Miliar Total,Ruko,,3,,168 m²,320 m²
Dijual Ruko Mmtc Siap Huni Kota Medan,"Medan Tembung, Medan","Rp 2,2 Miliar Total",Ruko,,3,,64 m²,224 m²
Di Jual Murah Villa Komp. Taman Polonia Fully Furnish,"Medan Polonia, Medan",Rp 9 Miliar,Rumah,6,5,1,210 m²,160 m²
Rumah Mewah Dijual Mewah Ml,"Medan Kota, Medan",Rp 27 Miliar,Rumah,5,4,,600 m²,600 m²
"Rumah Vila Siap Huni Komplek Hock Lie Mas, Glugur, Medan","Medan Barat, Medan","Rp 4,3 Miliar",Rumah,4,4,,176 m²,420 m²
"di Marelan Asri Residence Tahap Ii, Medan","Marelan, Medan",Rp 695 Juta,Rumah,3,2,,84 m²,90 m²
"di Perumahan Cozy Residence, Padang Bulan , Medan","Medan Selayang, Medan",Rp 585 Juta,Rumah,3,1,,108 m²,60 m²
"di Hunian Avantee Residence, Jl.pendidikam, T.selamat
, Medan","Medan Tuntungan, Medan",Rp 355 Juta,Rumah,2,1,,72 m²,48 m²
"di Hunian Karya Kasih Mansion, Jl.karya Sehati -Johor, Medan","Medan Johor, Medan","Rp 1,26 Miliar",Rumah,4,3,,141 m²,168 m²
"di Cluster Jati Warna, Marelan Pasar 2 Barat , Medan","Marelan, Medan",Rp 450 Juta,Rumah,2,1,,90 m²,50 m²
Dijual Rumah Daerah Sunggal Jalan Amal Komplek Graha Kasuari,"Medan Sunggal, Medan",Rp 665 Juta,Rumah,3,3,1,84 m²,70 m²
Dijual Rumah Siap Huni Jalan Amal Komplek Graha Kasuari,"Medan Sunggal, Medan",Rp 665 Juta,Rumah,3,3,1,84 m²,70 m²
Dijual Murah Rumah 3 Tingkat Komplek Graha Kasuari Jalan Amal,"Medan Sunggal, Medan",Rp 665 Juta,Rumah,3,3,1,84 m²,70 m²
Ruko Jalan Stm,"Medan Amplas, Medan","Rp 1,6 Miliar Total",Ruko,,3,,72 m²,252 m²
Ruko Jalan Pajak Inpres Simpang Kantor,"Medan Belawan, Medan",Rp 575 Juta Total,Ruko,,4,,110 m²,360 m²
Ruko Jalan Pukat Iv,"Medan Tembung, Medan","Rp 1,1 Miliar Total",Ruko,,3,,84 m²,224 m²
Ruko Jalan Laboratorium I,"Medan Barat, Medan","Rp 2,5 Miliar Total",Ruko,,4,,92 m²,415 m²
Rumah Setiabudi Medan Stok 1 Lagi,"Medan Selayang, Medan",Rp 378 Juta,Rumah,2,1,1,78 m²,50 m²
